Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
945,Cade Otton,Cade Otton,TAM,23,TE,16,11,,,0,,,,,,,0,0,0.5,0.31,0.19,0,0,
946,JoJo Domann,JoJo Domann,IND,25,LB,16,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0,
947,Clay Johnston,Clay Johnston,CIN,26,LB,16,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0,0,
948,Keir Thomas,Keir Thomas,LAR,24,OLB,8,0,,,0,,,,,,,0,0,0.5,0.5,0,0.25,0,
949,Shaka Toney,Shaka Toney,WAS,24,DE,16,0,,,0,,,,,,,0,0,0.5,0.25,0.25,0.06,0,
950,Davontae Harris,Davontae Harris,TEN,27,DB,6,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
951,DaMarcus Mitchell,DaMarcus Mitchell,NWE,24,DL,16,0,,,0,,,,,,,0,0,0.5,0.19,0.31,0,0,
952,Curtis Bolton,Curtis Bolton,LVR,27,LB,10,0,,,0,,,,,,,0,0,0.5,0.2,0.3,0,0,
953,Tyrie Cleveland,Tyrie Cleveland,DEN,25,WR,6,0,,,0,,,,,,,0,0,0.5,0.33,0.17,0,0,
954,Xavier Crawford,Xavier Crawford,SEA,27,CB,6,0,,,0,,,0,0.17,0,0,0,0,0.5,0.33,0.17,0,0,
955,Ben Ellefson,Ben Ellefson,MIN,26,TE,4,1,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
956,Allan George,Allan George,CIN,23,CB,4,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
957,Shemar Jean-Charles,Shemar Jean-Charles,GNB,24,CB,6,0,,,0,,,,,,,0,0,0.5,0.33,0.17,0,0,
958,Elijah Garcia,Elijah Garcia,DEN,24,DL,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
959,Kemon Hall,Kemon Hall,LAC,25,CB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
960,Trey Lance,Trey Lance,SFO,22,QB,2,2,,,0,,,0,0.5,1,-5,0,0,0.5,0.5,0,0,0,
961,Chase Lucas,Chase Lucas,DET,25,CB,6,0,,,0,,,,,,,0,0,0.5,0.17,0.33,0,0,
962,Steven Means,Steven Means,BAL,32,OLB,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
963,David Ojabo,David Ojabo,BAL,22,OLB,2,0,,,0,,,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0.5,
964,Binjimen Victor,Binjimen Victor,BAL,25,WR,2,0,,,0,,,,,,,0,0,0.5,0.5,0,0,0,
965,Micah Abernathy,Micah Abernathy,GNB,25,S,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
966,Troy Apke,Troy Apke,WAS,27,CB,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
967,Nate Hairston,Nate Hairston,ARI,28,CB,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
968,Segun Olubi,Segun Olubi,IND,23,LB,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
969,Christian Ringo,Christian Ringo,NOR,30,DT,2,0,,,0,,,,,,,0,0,0.5,0,0.5,0,0,
970,C.J. Ham,C.J. Ham,MIN,29,FB,17,4,,,0,,,,,,,0,0,0.47,0.47,0,0,0,
971,Shaun Bradley,Shaun Bradley,PHI,25,LB,15,0,,,0,,,,,,,0,0,0.47,0.33,0.13,0,0,
972,Ameer Abdullah,Ameer Abdullah,LVR,29,RB,17,0,,,0,,,,,,,0,0,0.47,0.24,0.24,0,0,
973,Michael Burton,Michael Burton,KAN,30,FB,17,0,,,0,,,,,,,0,0,0.47,0.24,0.24,0,0,
974,Benny Snell Jr.,Benny Snell Jr.,PIT,24,RB,17,0,,,0,,,,,,,0,0,0.47,0.24,0.24,0,0,
975,C.J. Goodwin,C.J. Goodwin,DAL,32,CB,17,0,,,0,,,0.06,0,0,0,0,0,0.47,0.18,0.29,0,0,
976,Christian Rozeboom,Christian Rozeboom,LAR,25,LB,17,0,,,0,,,,,,,0,0,0.47,0.18,0.29,0,0,
977,Olakunle Fatukasi,Olakunle Fatukasi,TAM,23,LB,13,0,,,0,,,,,,,0,0,0.46,0.31,0.15,0,0,
978,Trey McBride,Trey McBride,ARI,23,TE,16,13,,,0,,,0,0.06,1,0,0,0,0.44,0.38,0.06,0,0,
979,Justin Layne,Justin Layne,2TM,24,,9,0,0,0,0,0,0.11,,,,,0,0,0.44,0.44,0,0,0,
980,Samaje Perine,Samaje Perine,CIN,27,RB,16,2,,,0,,,0.06,0,1,-5,0,0,0.44,0.25,0.19,0,0,
981,Chris Lammons,Chris Lammons,KAN,26,CB,16,0,,,0,,,0.06,0,0,0,0,0,0.44,0.19,0.25,0,0,
982,Tony Brown,Tony Brown,IND,27,CB,16,0,,,0,,,,,,,0,0.06,0.44,0.13,0.31,0.06,0.06,
983,Jake Gervase,Jake Gervase,LAR,27,LB,14,0,,,0,,,,,,,0,0,0.43,0.36,0.07,0,0,
984,Bryce Huff,Bryce Huff,NYJ,24,DL,14,0,0,0,0,0,0.07,0.07,0,0,0,0,0.25,0.43,0.29,0.14,0.14,0.71,
985,Jesse Luketa,Jesse Luketa,ARI,23,OLB,7,0,,,0,,,,,,,0,0,0.43,0.43,0,0.29,0,
986,Kevin White,Kevin White,NOR,30,WR,7,2,,,0,,,,,,,0,0,0.43,0.14,0.29,0,0,
987,Ashton Dulin,Ashton Dulin,IND,25,WR,12,2,,,0,,,,,,,0,0,0.42,0.42,0,0,0,
988,Peyton Hendershot,Peyton Hendershot,DAL,23,TE,17,2,,,0,,,0,0.06,0,0,0,0,0.41,0.35,0.06,0,0,
989,Zach Pascal,Zach Pascal,PHI,28,WR,17,2,,,0,,,,,,,0,0,0.41,0.35,0.06,0,0,
990,Chigoziem Okonkwo,Chigoziem Okonkwo,TEN,23,TE,17,8,,,0,,,,,,,0,0,0.41,0.29,0.12,0,0,
991,Eric Saubert,Eric Saubert,DEN,28,TE,17,6,,,0,,,0,0,1,0,0,0,0.41,0.29,0.12,0,0,
992,Andrew Dowell,Andrew Dowell,NOR,26,LB,17,0,,,0,,,0.12,0,0,0,0,0,0.41,0.24,0.18,0,0,
993,Justice Hill,Justice Hill,BAL,25,RB,15,0,,,0,,,0,0.13,0,0,0,0,0.4,0.4,0,0,0,
994,Pierre Strong,Pierre Strong,NWE,24,RB,15,0,,,0,,,,,,,0,0,0.4,0.33,0.07,0,0,
995,D'Ernest Johnson,D'Ernest Johnson,CLE,26,RB,15,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
996,Milo Eifler,Milo Eifler,WAS,24,LB,10,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0.1,0,
997,Jarrett Stidham,Jarrett Stidham,LVR,26,QB,5,2,,,0,,,0,0.6,1,0,0,0,0.4,0.4,0,0,0,
998,Kenny Yeboah,Kenny Yeboah,NYJ,24,TE,10,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
999,Myles Dorn,Myles Dorn,MIN,24,S,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
1000,Isaiah Dunn,Isaiah Dunn,SEA,23,CB,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
1001,Phil Hoskins,Phil Hoskins,CAR,25,DT,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
1002,Racey McMath,Racey McMath,TEN,23,WR,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
1003,Sam Roberts,Sam Roberts,NWE,24,DT,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0,
1004,Brandon Williams,Brandon Williams,KAN,33,DT,5,0,,,0,,,,,,,0,0.1,0.4,0.2,0.2,0.2,0.4,
1005,Chris Williams,Chris Williams,IND,24,DT,5,0,,,0,,,,,,,0,0,0.4,0.2,0.2,0,0.2,
1006,Troy Hairston,Troy Hairston,HOU,24,FB,16,5,,,0,,,,,,,0,0,0.38,0.31,0.06,0,0,
1007,Tyler Matakevich,Tyler Matakevich,BUF,30,LB,16,0,,,0,,,,,,,0,0,0.38,0.31,0.06,0,0,
1008,Chris Myarick,Chris Myarick,NYG,27,FB,16,8,,,0,,,,,,,0,0,0.38,0.25,0.13,0,0,
1009,Lamar Jackson,Lamar Jackson,2TM,24,,8,0,0,0,0,0,0.25,,,,,0,0,0.38,0.38,0,0,0,
1010,Jonathan Ward,Jonathan Ward,2TM,25,,8,0,,,0,,,,,,,0,0,0.38,0.38,0,0,0,
1011,Grayland Arnold,Grayland Arnold,HOU,25,DB,8,0,,,0,,,,,,,0,0,0.38,0.25,0.13,0,0,
1012,Jordan Mason,Jordan Mason,SFO,23,RB,16,0,,,0,,,,,,,0,0,0.38,0.13,0.25,0,0,
1013,Matt Overton,Matt Overton,DAL,37,LS,13,0,,,0,,,,,,,0,0,0.38,0.15,0.23,0,0,
1014,Ashtyn Davis,Ashtyn Davis,NYJ,26,S,14,0,0.07,1,0,14,0.07,,,,,0,0,0.36,0.21,0.14,0,0,
1015,Cody Hollister,Cody Hollister,TEN,29,WR,11,3,,,0,,,,,,,0,0,0.36,0.09,0.27,0,0,
1016,Jake Camarda,Jake Camarda,TAM,23,P,17,0,,,0,,,,,,,0,0,0.35,0.29,0.06,0,0,
1017,Rachaad White,Rachaad White,TAM,23,RB,17,8,,,0,,,0,0.18,0,0,0,0,0.35,0.24,0.12,0,0,
1018,Charlie Woerner,Charlie Woerner,SFO,25,TE,17,2,,,0,,,,,,,0,0,0.35,0.24,0.12,0,0,
1019,Cam Brown,Cam Brown,NYG,24,LB,17,0,,,0,,,,,,,0,0,0.35,0.18,0.18,0,0,
1020,Pat O'Connor,Pat O'Connor,TAM,29,DL,17,0,,,0,,,,,,,0,0,0.35,0.18,0.18,0.06,0.06,
1021,Amen Ogbongbemiga,Amen Ogbongbemiga,LAC,24,LB,17,0,,,0,,,,,,,0,0,0.35,0.12,0.24,0,0,
1022,Jon Weeks,Jon Weeks,HOU,36,LS,17,0,,,0,,,,,,,0,0,0.35,0.06,0.29,0,0,
1023,Ja'Marr Chase*,Ja'Marr Chase,CIN,22,WR,12,12,,,0,,,0,0.17,0,0,0,0,0.33,0.33,0,0,0,
1024,Dakota Allen,Dakota Allen,2TM,27,,6,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1025,Jake Kumerow,Jake Kumerow,BUF,30,WR,6,1,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1026,William Kwenkeu,William Kwenkeu,MIN,25,LB,6,0,,,0,,,,,,,0,0,0.33,0.33,0,0.17,0,
1027,Raheem Layne,Raheem Layne,LAC,23,S,6,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1028,Charles Washington,Charles Washington,ARI,29,S,6,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1029,Matthew Wright,Matthew Wright,2TM,26,K,6,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1030,Mike Brown,Mike Brown,CLE,23,DB,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1031,Kameron Cline,Kameron Cline,IND,24,DE,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1032,Darrynton Evans,Darrynton Evans,CHI,24,RB,6,0,,,0,,,,,,,0,0,0.33,0.17,0.17,0,0,
1033,Jonathan Kongbo,Jonathan Kongbo,DEN,26,OLB,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1034,Arron Mosby,Arron Mosby,CAR,23,LB,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1035,Forrest Rhyne,Forrest Rhyne,IND,23,LB,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1036,Kemoko Turay,Kemoko Turay,SFO,27,DL,3,0,,,0,,,,,,,0,0,0.33,0.33,0,0,0,
1037,Marquise Blair,Marquise Blair,CAR,25,S,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1038,Joshuah Bledsoe,Joshuah Bledsoe,NWE,24,S,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1039,De'Shaan Dixon,De'Shaan Dixon,JAX,24,OLB,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1040,DeMarquis Gates,DeMarquis Gates,CHI,26,LB,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1041,Ladarius Hamilton,Ladarius Hamilton,GNB,24,LB,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1042,Bryce Thompson,Bryce Thompson,NOR,23,CB,6,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1043,Deionte Thompson,Deionte Thompson,ARI,25,S,3,0,,,0,,,,,,,0,0,0.33,0,0.33,0,0,
1044,Khalil Herbert,Khalil Herbert,CHI,24,RB,13,1,,,0,,,,,,,0,0,0.31,0.31,0,0,0,
1045,Jaylen Warren,Jaylen Warren,PIT,24,RB,16,0,,,0,,,0,0.06,1,3,0,0,0.31,0.25,0.06,0,0,
1046,Noah Brown,Noah Brown,DAL,26,WR,16,13,,,0,,,0,0.06,0,0,0,0,0.31,0.19,0.13,0,0,
1047,Justin Jackson,Justin Jackson,DET,26,RB,16,0,,,0,,,,,,,0,0,0.31,0.19,0.13,0,0,
1048,Del'Shawn Phillips,Del'Shawn Phillips,BAL,26,LB,16,0,,,0,,,,,,,0,0,0.31,0.19,0.13,0,0,
1049,Jonathan Williams,Jonathan Williams,WAS,28,RB,13,2,,,0,,,,,,,0,0,0.31,0.23,0.08,0,0,
1050,Jacob Bobenmoyer,Jacob Bobenmoyer,DEN,25,LS,13,0,,,0,,,,,,,0,0,0.31,0.15,0.15,0,0,
1051,Taiwan Jones,Taiwan Jones,BUF,34,RB,16,0,,,0,,,0,0.06,0,0,0,0,0.31,0.13,0.19,0,0,
1052,Hunter Renfrow,Hunter Renfrow,LVR,27,WR,10,1,,,0,,,0,0.3,1,0,0,0,0.3,0.3,0,0,0,
1053,JT Woods,JT Woods,LAC,22,S,10,1,,,0,,,,,,,0,0,0.3,0.2,0.1,0,0,
1054,Demarcus Robinson,Demarcus Robinson,BAL,28,WR,17,5,,,0,,,0,0.12,0,0,0,0,0.29,0.29,0,0,0,
1055,Robert Rochell,Robert Rochell,LAR,24,DB,17,0,,,0,,,0,0,1,0,0,0,0.29,0.29,0,0,0,
1056,Deane Leonard,Deane Leonard,LAC,23,DB,17,0,,,0,,,0.06,0,1,0,0,0,0.29,0.24,0.06,0,0,
1057,Justin Strnad,Justin Strnad,DEN,26,LB,17,0,,,0,,,,,,,0,0,0.29,0.24,0.06,0,0,
1058,Anthony Pittman,Anthony Pittman,DET,26,LB,17,1,,,0,,,0.06,0,0,0,0,0,0.29,0.18,0.12,0,0.06,
1059,Sterling Weatherford,Sterling Weatherford,CHI,23,LB,14,0,,,0,,,,,,,0,0,0.29,0.21,0.07,0,0,
1060,Jacob Harris,Jacob Harris,LAR,25,WR,7,0,,,0,,,,,,,0,0,0.29,0.29,0,0,0,
1061,Marcus Johnson,Marcus Johnson,NYG,28,WR,14,7,,,0,,,,,,,0,0,0.29,0.14,0.14,0,0,
1062,Tom Kennedy,Tom Kennedy,DET,26,WR,7,1,,,0,,,,,,,0,0,0.29,0.29,0,0,0,
1063,Anthony Chesley,Anthony Chesley,TAM,26,CB,7,0,,,0,,,,,,,0,0,0.29,0.14,0.14,0,0,
1064,Joel Iyiegbuniwe,Joel Iyiegbuniwe,CAR,27,LB,7,0,,,0,,,,,,,0,0,0.29,0.14,0.14,0,0,
1065,Will Dissly,Will Dissly,SEA,26,TE,15,15,,,0,,,0.07,0,1,0,0,0,0.27,0.27,0,0,0,
1066,Mike Evans,Mike Evans,TAM,29,WR,15,15,,,0,,,,,,,0,0,0.27,0.27,0,0,0,
1067,Jesper Horsted,Jesper Horsted,LVR,25,TE,15,0,,,0,,,,,,,0,0,0.27,0.27,0,0,0,
1068,Courtland Sutton,Courtland Sutton,DEN,27,WR,15,15,,,0,,,,,,,0,0,0.27,0.27,0,0,0,
1069,River Cracraft,River Cracraft,MIA,28,WR,11,0,,,0,,,,,,,0,0,0.27,0.27,0,0,0,
1070,Ryan Griffin,Ryan Griffin,CHI,32,TE,15,0,,,0,,,,,,,0,0,0.27,0.2,0.07,0,0,
1071,Jalen Nailor,Jalen Nailor,MIN,23,WR,15,0,,,0,,,,,,,0,0,0.27,0.2,0.07,0,0,
1072,Adam Prentice,Adam Prentice,NOR,25,FB,11,2,,,0,,,0,0.09,0,0,0,0,0.27,0.27,0,0,0,
1073,Armani Rogers,Armani Rogers,WAS,25,TE,11,3,,,0,,,,,,,0,0,0.27,0.09,0.18,0,0,
1074,Khari Blasingame,Khari Blasingame,CHI,26,FB,16,6,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1075,Michael Pittman Jr.,Michael Pittman Jr.,IND,25,WR,16,16,,,0,,,0,0.13,2,5,0,0,0.25,0.25,0,0,0,
1076,Andrew Thomas,Andrew Thomas,NYG,23,T,16,16,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1077,Tyler Bass,Tyler Bass,BUF,25,K,16,0,,,0,,,,,,,0,0,0.25,0.19,0.06,0,0,
1078,Marquise Brown,Marquise Brown,ARI,25,WR,12,10,,,0,,,0,0.08,0,0,0,0,0.25,0.25,0,0,0,
1079,Giovani Bernard,Giovani Bernard,TAM,31,RB,8,0,,,0,,,0,0.13,1,0,0,0,0.25,0.25,0,0,0,
1080,Jason Cabinda,Jason Cabinda,DET,26,FB,8,2,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1081,JuJu Smith-Schuster,JuJu Smith-Schuster,KAN,26,WR,16,14,,,0,,,0,0.19,0,0,0,0,0.25,0.13,0.13,0,0,
1082,Matt Ammendola,Matt Ammendola,2TM,26,K,4,0,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1083,David Bell,David Bell,CLE,22,WR,16,3,,,0,,,,,,,0,0,0.25,0.06,0.19,0,0,
1084,Stanley Berryhill,Stanley Berryhill,DET,24,WR,4,0,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1085,Jamison Crowder,Jamison Crowder,BUF,29,WR,4,0,,,0,,,0,0.25,1,12,0,0,0.25,0.25,0,0,0,
1086,Herb Miller,Herb Miller,CLE,25,CB,4,0,,,0,,,0,0,1,48,0,0,0.25,0.25,0,0,0,
1087,Jared Pinkney,Jared Pinkney,LAR,25,TE,4,0,,,0,,,,,,,0,0,0.25,0.25,0,0,0,
1088,Khalid Kareem,Khalid Kareem,IND,24,DE,4,0,,,0,,,,,,,0,0,0.25,0,0.25,0,0.75,
1089,Takkarist McKinley,Takkarist McKinley,LAR,27,OLB,4,0,,,0,,,,,,,0,0,0.25,0,0.25,0,0,
1090,Kenny Young,Kenny Young,TAM,28,LB,4,0,,,0,,,,,,,0,0,0.25,0,0.25,0,0,
1091,Austin Ekeler,Austin Ekeler,LAC,27,RB,17,17,,,0,,,0,0.29,1,0,0,0,0.24,0.24,0,0,0,
1092,Tyreek Hill*+,Tyreek Hill,MIA,28,WR,17,17,,,0,,,0,0.06,1,57,1,0,0.24,0.24,0,0,0,
1093,Alec Ingold,Alec Ingold,MIA,26,FB,17,14,,,0,,,,,,,0,0,0.24,0.24,0,0,0,
1094,Thomas Morstead,Thomas Morstead,MIA,36,P,17,0,,,0,,,,,,,0,0,0.24,0.18,0.06,0,0,
1095,Keith Smith,Keith Smith,ATL,30,FB,17,6,,,0,,,,,,,0,0,0.24,0.18,0.06,0,0,
1096,Tommy Tremble,Tommy Tremble,CAR,22,TE,17,4,,,0,,,0,0.06,0,0,0,0,0.24,0.18,0.06,0,0,
1097,Derek Watt,Derek Watt,PIT,30,FB,17,3,,,0,,,,,,,0,0,0.24,0.18,0.06,0,0,
1098,Samuel Eguavoen,Samuel Eguavoen,MIA,29,LB,17,0,,,0,,,,,,,0,0,0.24,0.12,0.12,0,0,
1099,Nick Moore,Nick Moore,BAL,30,LS,17,0,,,0,,,,,,,0,0,0.24,0.12,0.12,0,0,
1100,Zach Wood,Zach Wood,NOR,29,LS,17,0,,,0,,,,,,,0,0,0.24,0.12,0.12,0,0,
1101,Miles Killebrew,Miles Killebrew,PIT,29,S,17,0,,,0,,,,,,,0,0,0.24,0.06,0.18,0,0,
1102,Ross Matiscik,Ross Matiscik,JAX,26,LS,17,0,,,0,,,,,,,0,0,0.24,0.06,0.18,0,0,
1103,Patrick Scales,Patrick Scales,CHI,34,LS,17,0,,,0,,,,,,,0,0,0.24,0.06,0.18,0,0,
1104,Gary Brightwell,Gary Brightwell,NYG,23,RB,17,0,,,0,,,0,0,1,0,0,0,0.24,0,0.24,0,0,
1105,Kylen Granson,Kylen Granson,IND,24,TE,13,4,,,0,,,0,0.08,1,0,0,0,0.23,0.23,0,0,0,
1106,Jake Bailey,Jake Bailey,NWE,25,P,9,0,,,0,,,,,,,0,0,0.22,0.22,0,0,0,
1107,Mike Boone,Mike Boone,DEN,27,RB,9,0,,,0,,,,,,,0,0,0.22,0.22,0,0,0,
1108,DeAndre Hopkins,DeAndre Hopkins,ARI,30,WR,9,9,,,0,,,0,0.22,1,0,0,0,0.22,0.22,0,0,0,
1109,Cooper Kupp,Cooper Kupp,LAR,29,WR,9,9,,,0,,,0,0.22,0,0,0,0,0.22,0.22,0,0,0,
1110,Teagan Quitoriano,Teagan Quitoriano,HOU,22,TE,9,6,,,0,,,,,,,0,0,0.22,0.22,0,0,0,
1111,Darius Phillips,Darius Phillips,DEN,27,CB,9,0,,,0,,,,,,,0,0,0.22,0.11,0.11,0,0,
1112,DJ Turner,DJ Turner,LVR,25,WR,9,0,,,0,,,0,0.11,1,0,0,0,0.22,0.11,0.11,0,0,
1113,Isaac Yiadom,Isaac Yiadom,2TM,26,,9,0,,,0,,,,,,,0,0,0.22,0.11,0.11,0,0,
1114,Kevon Seymour,Kevon Seymour,BAL,29,CB,14,0,,,0,,,0,0,1,0,0,0,0.21,0.21,0,0,0,
1115,Quintin Morris,Quintin Morris,BUF,23,TE,14,1,,,0,,,0.07,0.07,1,0,0,0,0.21,0.14,0.07,0,0,
1116,Stephen Sullivan,Stephen Sullivan,CAR,26,TE,14,0,,,0,,,0,0,1,0,0,0,0.21,0.14,0.07,0,0,
1117,Eric Johnson,Eric Johnson,IND,24,DT,14,0,,,0,,,0,0,1,0,0,0,0.21,0.07,0.14,0,0,
1118,Chase Claypool,Chase Claypool,2TM,24,WR,15,11,,,0,,,0,0.07,0,0,0,0,0.2,0.2,0,0,0,
1119,Chuba Hubbard,Chuba Hubbard,CAR,23,RB,15,2,,,0,,,0,0.13,0,4,0,0,0.2,0.2,0,0,0,
1120,Chris Olave,Chris Olave,NOR,22,WR,15,9,,,0,,,0.07,0.13,0,0,0,0,0.2,0.2,0,0,0,
1121,Reggie Gilliam,Reggie Gilliam,BUF,25,FB,15,4,,,0,,,,,,,0,0,0.2,0.13,0.07,0,0,
1122,Dawson Knox*,Dawson Knox,BUF,26,TE,15,15,,,0,,,,,,,0,0,0.2,0.13,0.07,0,0,
1123,Lance McCutcheon,Lance McCutcheon,LAR,23,WR,10,1,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1124,Kyren Williams,Kyren Williams,LAR,22,RB,10,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1125,Ryan Anderson,Ryan Anderson,PIT,28,OLB,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0.2,0,
1126,Markquese Bell,Markquese Bell,DAL,23,S,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1127,Andrew Brown,Andrew Brown,CHI,27,DT,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1128,Tevin Coleman,Tevin Coleman,SFO,29,RB,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1129,Rico Dowdle,Rico Dowdle,DAL,24,RB,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1130,Laurent Duvernay-Tardif,Laurent Duvernay-Tardif,NYJ,31,OL,5,1,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1131,Joe Flacco,Joe Flacco,NYJ,37,QB,5,4,,,0,,,0,1,0,0,0,0,0.2,0.2,0,0,0,
1132,Jacobi Francis,Jacobi Francis,HOU,24,DB,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1133,Andy Isabella,Andy Isabella,2TM,26,,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0,0,
1134,Gardner Minshew II,Gardner Minshew II,PHI,26,QB,5,2,,,0,,,0,0.8,3,20,0,0,0.2,0.2,0,0,0,
1135,Nolan Turner,Nolan Turner,TAM,25,S,5,0,,,0,,,,,,,0,0,0.2,0.2,0,0.2,0,
1136,Dustin Hopkins,Dustin Hopkins,LAC,32,K,5,0,,,0,,,,,,,0,0,0.2,0,0.2,0,0,
1137,Bryce Perkins,Bryce Perkins,LAR,26,QB,5,1,,,0,,,,,,,0,0,0.2,0,0.2,0,0,
1138,James Proche,James Proche,BAL,26,WR,15,0,,,0,,,,,,,0,0,0.2,0,0.2,0,0,
1139,Justin Zimmer,Justin Zimmer,MIA,30,DT,5,1,,,0,,,,,,,0,0,0.2,0,0.2,0,0,
1140,Josh Allen*,Josh Allen (Bills QB),BUF,26,QB,16,16,,,0,,,0,0.81,5,-2,0,0,0.19,0.19,0,0,0,
1141,Tyler Allgeier,Tyler Allgeier,ATL,22,RB,16,7,,,0,,,0,0,1,0,0,0,0.19,0.13,0.06,0,0,
1142,Devin Singletary,Devin Singletary,BUF,25,RB,16,16,,,0,,,0,0.19,0,0,0,0,0.19,0.13,0.06,0,0,
1143,Durham Smythe,Durham Smythe,MIA,27,TE,16,15,,,0,,,0,0,1,0,0,0,0.19,0.13,0.06,0,0,
1144,Channing Tindall,Channing Tindall,MIA,22,LB,16,0,,,0,,,,,,,0,0,0.19,0.06,0.13,0,0,
1145,Brandon Aiyuk,Brandon Aiyuk,SFO,24,WR,17,17,,,0,,,0,0.06,0,0,0,0,0.18,0.18,0,0,0,
1146,Riley Dixon,Riley Dixon,LAR,29,P,17,0,,,0,,,,,,,0,0,0.18,0.18,0,0,0,
1147,Trestan Ebner,Trestan Ebner,CHI,23,RB,17,0,,,0,,,0,0.12,4,-18,0,0,0.18,0.18,0,0,0,
1148,Terry McLaurin*,Terry McLaurin,WAS,27,WR,17,17,,,0,,,0,0.06,1,0,0,0,0.18,0.18,0,0,0,
1149,Kene Nwangwu,Kene Nwangwu,MIN,24,RB,17,0,,,0,,,,,,,0,0,0.18,0.18,0,0,0,
1150,Matthew Orzech,Matthew Orzech,LAR,27,LS,17,0,,,0,,,,,,,0,0,0.18,0.18,0,0,0,
1151,Shi Smith,Shi Smith,CAR,24,WR,17,6,,,0,,,0,0.24,1,0,0,0,0.18,0.18,0,0,0,
1152,Rhamondre Stevenson,Rhamondre Stevenson,NWE,24,RB,17,7,,,0,,,0,0.24,2,0,0,0,0.18,0.18,0,0,0,
1153,Quez Watkins,Quez Watkins,PHI,24,WR,17,8,,,0,,,0,0.06,0,0,0,0,0.18,0.18,0,0,0,
1154,Kristian Welch,Kristian Welch,BAL,24,LB,17,0,,,0,,,,,,,0,0,0.18,0.18,0,0,0,
1155,Ross Blacklock,Ross Blacklock,MIN,24,DL,11,0,,,0,,,,,,,0,0.09,0.18,0.18,0,0.18,0.09,
1156,Matt Breida,Matt Breida,NYG,27,RB,17,1,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
1157,Andrew DePaola*+,Andrew DePaola,MIN,35,LS,17,0,,,0,,,,,,,0,0,0.18,0.12,0.06,0,0,
