Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
353,Kyle Fuller,Kyle Fuller,BAL,30,CB,1,1,,,0,,,,,,,0,0,3,3,0,0,0,
354,Josh Onujiogu,Josh Onujiogu,SEA,24,LB,1,0,,,0,,,,,,,0,0,3,2,1,0,0,
355,Jalyn Holmes,Jalyn Holmes,CHI,26,DL,1,0,,,0,,,,,,,0,0,3,1,2,0,0,
356,Alexander Johnson,Alexander Johnson,SEA,31,LB,1,0,,,0,,,,,,,0,0,3,0,3,0,0,
357,Jaylon Jones,Jaylon Jones,CHI,25,DB,16,4,0,0,0,0,0.13,0.06,0,0,0,0,0,2.94,2.06,0.88,0,0,
358,Khalil Mack*,Khalil Mack,LAC,31,OLB,17,17,0,0,0,0,0.12,0.12,0,2,44,0,0.47,2.94,1.94,1,0.71,0.71,
359,Chad Muma,Chad Muma,JAX,23,LB,16,2,0,0,0,0,0.06,,,,,0,0.09,2.94,1.75,1.19,0.19,0.19,
360,Jason Pinnock,Jason Pinnock,NYG,23,S,14,5,0,0,0,0,0.21,0.07,0.07,1,0,0,0.11,2.93,2.43,0.5,0.14,0.29,
361,Shelby Harris,Shelby Harris,SEA,31,DE,15,15,0,0,0,0,0.27,,,,,0,0.13,2.93,1.6,1.33,0.33,0.4,
362,Chris Harris Jr.,Chris Harris Jr.,NOR,33,DB,10,4,0,0,0,0,0.3,0.1,0,0,0,0,0.1,2.9,2.6,0.3,0.1,0.1,
363,Eric Stokes,Eric Stokes,GNB,23,CB,9,9,,,0,,,,,,,0,0,2.89,2.33,0.56,0,0,
364,Haason Reddick*,Haason Reddick,PHI,28,LB,17,17,0,0,0,0,0.18,0.29,0,3,1,0,0.94,2.88,2.06,0.82,0.65,1.53,
365,Akeem Davis-Gaither,Akeem Davis-Gaither,CIN,25,LB,16,1,0,0,0,0,0.06,0,0,1,3,0,0,2.88,1.88,1,0.13,0,
366,Shy Tuttle,Shy Tuttle,NOR,27,DT,17,14,0,0,0,0,0.29,,,,,0,0.12,2.88,1.53,1.35,0.06,0.18,
367,Broderick Washington Jr.,Broderick Washington Jr.,BAL,26,DT,17,9,0,0,0,0,0.35,,,,,0,0.06,2.88,1.47,1.41,0.12,0.24,
368,William Gholston,William Gholston,TAM,31,DL,17,9,,,0,,,0,0,1,0,0,0,2.88,1.41,1.47,0.24,0.29,
369,Derion Kendrick,Derion Kendrick,LAR,22,CB,15,6,0,0,0,0,0.27,,,,,0,0,2.87,2.4,0.47,0,0,
370,Sheldon Rankins,Sheldon Rankins,NYJ,28,DT,15,15,,,0,,,0.07,0,0,0,0,0.2,2.87,1.67,1.2,0.27,0.47,
371,Dean Lowry,Dean Lowry,GNB,28,DL,15,12,0,0,0,0,0.07,,,,,0,0.03,2.87,1.53,1.33,0.07,0.33,
372,Tyler Hall,Tyler Hall,LVR,24,CB,7,3,0,0,0,0,0.57,,,,,0,0.14,2.86,1.71,1.14,0.29,0.14,
373,Gregory Rousseau,Gregory Rousseau,BUF,22,DE,13,13,0,0,0,0,0.31,0.08,0,0,0,0,0.62,2.85,2.08,0.77,0.77,1.08,
374,Matthew Ioannidis,Matthew Ioannidis,CAR,28,DT,13,13,0,0,0,0,0.08,0.08,0,0,0,0,0.08,2.85,1.31,1.54,0.38,0.69,
375,Casey Hayward,Casey Hayward,ATL,33,CB,6,6,0.17,0,0,0,0.5,,,,,0,0,2.83,2.33,0.5,0,0,
376,Tony Fields,Tony Fields,CLE,23,LB,17,6,0.06,0.94,0.06,16,0.06,0.06,0,1,1,0,0,2.82,1.71,1.12,0.06,0,
377,Duke Shelley,Duke Shelley,MIN,26,CB,11,5,0.09,0,0,0,0.73,,,,,0,0,2.82,2.09,0.73,0,0,
378,Markus Golden,Markus Golden,ARI,31,OLB,17,14,,,0,,,,,,,0,0.15,2.82,1.29,1.53,0.41,1.18,
379,Greg Newsome II,Greg Newsome II,CLE,22,CB,15,15,0,0,0,0,0.4,,,,,0,0.03,2.8,2.07,0.73,0,0.07,
380,Ronald Darby,Ronald Darby,DEN,28,CB,5,5,0,0,0,0,0.6,0.2,0,0,0,0,0,2.8,2.4,0.4,0,0,
381,Al Woods,Al Woods,SEA,35,DT,14,14,0,0,0,0,0.07,,,,,0,0.14,2.79,1.93,0.86,0.36,0.21,
382,Andrew Billings,Andrew Billings,LVR,27,DT,14,14,,,0,,,,,,,0,0.07,2.79,1.29,1.5,0.21,0.21,
383,Bradley Roby,Bradley Roby,NOR,30,CB,13,10,0,0,0,0,0.38,0,0,2,6,0,0,2.77,2.23,0.54,0.08,0,
384,Andrew Van Ginkel,Andrew Van Ginkel,MIA,27,LB,17,5,0.06,1.35,0,23,0.12,,,,,0,0.03,2.76,1.41,1.35,0.18,0.24,
385,Za'Darius Smith*,Za'Darius Smith,MIN,30,OLB,16,16,0,0,0,0,0.31,0.06,0,0,0,0,0.63,2.75,2,0.75,0.94,1.5,
386,Austin Johnson,Austin Johnson,LAC,28,DL,8,8,0,0,0,0,0.13,,,,,0,0.13,2.75,2,0.75,0.38,0.38,
387,Kyle Van Noy,Kyle Van Noy,LAC,31,OLB,17,13,0,0,0,0,0.18,0.06,0,2,0,0,0.29,2.71,1.76,0.94,0.47,0.53,
388,Montez Sweat,Montez Sweat,WAS,26,DE,17,17,0,0,0,0,0.12,,,,,0,0.47,2.71,1.59,1.12,0.82,1.65,
389,Anthony Nelson,Anthony Nelson,TAM,25,OLB,17,8,,,0,,,0.18,0,1,0,0,0.32,2.71,1.53,1.18,0.24,0.35,
390,Isaiah Buggs,Isaiah Buggs,DET,26,DL,17,13,0,0,0,0,0.12,0.06,0,0,0,0,0.06,2.71,1.24,1.47,0,0.59,
391,D.J. Reader,D.J. Reader,CIN,28,DT,10,10,0,0,0,0,0.4,0.1,0,2,0,0,0,2.7,1.8,0.9,0.1,0.5,
392,Cameron Sutton,Cameron Sutton,PIT,27,CB,16,15,0.19,1.63,0,26,0.94,,,,,0,0,2.69,2.19,0.5,0.06,0,
393,David Mayo,David Mayo,WAS,29,LB,13,3,0,0,0,0,0.08,,,,,0,0.08,2.69,1.08,1.62,0.15,0,
394,Christian Benford,Christian Benford,BUF,22,CB,9,5,0.11,3.89,0,35,0.56,,,,,0,0,2.67,1.89,0.78,0.11,0,
395,Joe Schobert,Joe Schobert,TEN,29,LB,6,1,,,0,,,0.17,0,0,0,0,0,2.67,2,0.67,0,0,
396,Darren Hall,Darren Hall,ATL,22,CB,17,9,0,0,0,0,0.18,0.06,0,1,3,0,0,2.65,1.71,0.94,0.06,0,
397,Roy Robertson-Harris,Roy Robertson-Harris,JAX,29,DL,17,17,0,0,0,0,0.24,,,,,0,0.18,2.65,1.65,1,0.41,0.71,
398,DeAndre Houston-Carson,DeAndre Houston-Carson,CHI,29,DB,17,6,0.06,1.06,0,18,0.06,0.06,0,0,0,0,0,2.65,1.53,1.12,0.12,0.06,
399,Duke Riley,Duke Riley,MIA,28,LB,17,2,0,0,0,0,0.12,,,,,0,0.06,2.65,1.47,1.18,0.18,0,
400,Mike Purcell,Mike Purcell,DEN,31,DL,17,4,,,0,,,0,0,1,0,0,0.09,2.65,1.24,1.41,0.06,0.24,0.06
401,Danny Johnson,Danny Johnson,WAS,27,CB,11,4,0.09,0,0,0,0.82,,,,,0,0.09,2.64,1.82,0.82,0.09,0.09,
402,Rasheem Green,Rasheem Green,HOU,25,DL,16,5,0,0,0,0,0.13,,,,,0,0.22,2.63,1.69,0.94,0.31,0.5,
403,Joshua Kalu,Joshua Kalu,TEN,27,DB,16,5,0.06,0,0,0,0.31,0.06,0,0,0,0,0,2.63,1.5,1.13,0.06,0,
404,Adetokunbo Ogundeji,Adetokunbo Ogundeji,ATL,24,OLB,16,16,,,0,,,,,,,0,0.13,2.63,1.19,1.44,0.19,0.06,
405,Ed Oliver,Ed Oliver,BUF,25,DT,13,13,0,0,0,0,0.23,0.08,0,1,0,0,0.19,2.62,1.54,1.08,0.69,1.08,0.08
406,Marcus Jones+,Marcus Jones,NWE,24,DB,15,4,0.13,5.8,0.07,69,0.47,0,0.07,1,0,0,0,2.6,2.27,0.33,0.13,0,
407,Frank Clark,Frank Clark,KAN,29,DE,15,15,0,0,0,0,0.07,0.07,0,1,0,0,0.33,2.6,1.67,0.93,0.53,0.87,0.07
408,Matthew Adams,Matthew Adams,CHI,27,LB,10,3,,,0,,,0.1,0,0,0,0,0,2.6,1.7,0.9,0.2,0,
409,James Bradberry,James Bradberry,PHI,29,CB,17,17,0.18,3.18,0.06,27,1,,,,,0,0,2.59,2.29,0.29,0.12,0,
410,Ogbonnia Okoronkwo,Ogbonnia Okoronkwo,HOU,27,DL,17,8,0,0,0,0,0.12,0.06,0,0,0,0,0.29,2.59,1.88,0.71,0.53,0.65,
411,Rudy Ford,Rudy Ford,GNB,28,S,17,6,0.18,5.12,0,34,0.18,0.06,0,1,1,0,0,2.59,1.82,0.76,0,0,
412,Chris Jones*+,Chris Jones,KAN,28,DT,17,17,0,0,0,0,0.24,0.12,0,1,2,0,0.91,2.59,1.76,0.82,1,1.71,
413,Bilal Nichols,Bilal Nichols,LVR,26,DT,17,17,,,0,,,,,,,0,0.09,2.59,0.94,1.65,0.24,0.65,
414,Sean Murphy-Bunting,Sean Murphy-Bunting,TAM,25,CB,12,5,0.17,2.75,0,33,0.58,0.08,0,0,0,0,0,2.58,1.58,1,0.08,0,
415,Calais Campbell,Calais Campbell,BAL,36,DE,14,14,0,0,0,0,0.14,0.14,0,0,0,0,0.39,2.57,1.29,1.29,0.29,1,
416,Juju Hughes,Juju Hughes,DET,24,S,7,1,,,0,,,,,,,0,0.14,2.57,2,0.57,0.29,0.14,
417,Tony Jefferson,Tony Jefferson,NYG,30,S,9,1,0,0,0,0,0.11,,,,,0,0,2.56,1.78,0.78,0,0,
418,Breiden Fehoko,Breiden Fehoko,LAC,26,DL,9,3,,,0,,,,,,,0,0,2.56,1.11,1.44,0.11,0,
419,Bruce Irvin,Bruce Irvin,SEA,35,LB,11,10,,,0,,,,,,,0,0.32,2.55,1.64,0.91,0.45,0.82,
420,Khyiris Tonga,Khyiris Tonga,MIN,26,DL,11,2,0,0,0,0,0.36,,,,,0,0.05,2.55,1.09,1.45,0.09,0.18,
421,Odafe Oweh,Odafe Oweh,BAL,24,OLB,17,6,,,0,,,0.06,0,1,0,0,0.18,2.53,1.76,0.76,0.41,0.65,
422,Darnay Holmes,Darnay Holmes,NYG,24,CB,15,2,0,0,0,0,0.53,0.07,0,0,0,0,0,2.53,1.87,0.67,0.13,0.07,
423,Jihad Ward,Jihad Ward,NYG,28,OLB,17,11,0,0,0,0,0.24,0.12,0,0,0,0,0.18,2.53,1.65,0.88,0.41,0.76,
424,Isaiah McDuffie,Isaiah McDuffie,GNB,23,LB,17,1,,,0,,,0,0,1,0,0,0,2.53,1.59,0.94,0,0,
425,Osa Odighizuwa,Osa Odighizuwa,DAL,24,DT,17,17,,,0,,,0.06,0,0,0,0,0.24,2.53,1.59,0.94,0.47,0.65,
426,David Onyemata,David Onyemata,NOR,30,DT,17,17,0,0,0,0,0.06,0,0,1,0,0,0.29,2.53,1.47,1.06,0.29,0.65,
427,Fletcher Cox,Fletcher Cox,PHI,32,DT,17,17,,,0,,,0.06,0,1,0,0,0.41,2.53,1.35,1.18,0.41,0.82,
428,Darius Harris,Darius Harris,KAN,26,LB,17,4,0,0,0,0,0.06,0,0,1,2,0,0.09,2.53,1.35,1.18,0.18,0.12,
429,Chandler Jones,Chandler Jones,LVR,32,DE,15,15,0,0,0,0,0.2,0.07,0,3,48,1,0.3,2.53,1.4,1.13,0.2,1,
430,Abdullah Anderson,Abdullah Anderson,ATL,26,DL,16,8,0,0,0,0,0.06,,,,,0,0.06,2.5,0.94,1.56,0.13,0.06,
431,Chase Winovich,Chase Winovich,CLE,27,DE,8,2,0,0,0,0,0.13,,,,,0,0.13,2.5,1.75,0.75,0.13,0.38,
432,Jonathan Harris,Jonathan Harris,DEN,26,DL,8,4,,,0,,,,,,,0,0,2.5,1.63,0.88,0.25,0.13,
433,Linval Joseph,Linval Joseph,PHI,34,DT,8,8,,,0,,,,,,,0,0.06,2.5,1,1.5,0,0.13,
434,Landon Collins,Landon Collins,NYG,28,S,6,1,0.17,8.67,0.17,52,0.33,,,,,0,0.17,2.5,1.17,1.33,0.17,0.17,
435,Elijah Molden,Elijah Molden,TEN,23,CB,2,1,,,0,,,,,,,0,0,2.5,2,0.5,0.5,0.5,
436,Josh Metellus,Josh Metellus,MIN,24,S,17,3,0.06,0,0,0,0.29,,,,,0,0,2.47,1.88,0.59,0.06,0,
437,Brandon Stephens,Brandon Stephens,BAL,25,DB,15,4,0,0,0,0,0.47,,,,,0,0.03,2.47,2.07,0.4,0,0.07,
438,Maliek Collins,Maliek Collins,HOU,27,DL,15,15,0,0,0,0,0.13,,,,,0,0.23,2.47,1.8,0.67,0.6,0.67,
439,Justin Madubuike,Justin Madubuike,BAL,25,DT,17,16,0,0,0,0,0.18,,,,,0,0.32,2.47,1.53,0.94,0.47,0.53,
440,J.J. Watt,J.J. Watt,ARI,33,DE,16,16,0,0,0,0,0.44,0.06,0,1,0,0,0.78,2.44,1.88,0.56,1.13,1.56,
441,Bradley Chubb*,Bradley Chubb,2TM,26,OLB,16,15,0,0,0,0,0.06,0.19,0,0,0,0,0.5,2.44,1.25,1.19,0.31,1.25,
442,M.J. Stewart,M.J. Stewart,HOU,27,DB,17,0,0,0,0,0,0.06,0.06,0,2,2,0,0,2.41,1.76,0.65,0.06,0,
443,Boye Mafe,Boye Mafe,SEA,24,LB,17,3,,,0,,,,,,,0,0.18,2.41,1.65,0.76,0.18,0.24,
444,Alim McNeill,Alim McNeill,DET,22,DL,17,17,,,0,,,,,,,0,0.06,2.41,1,1.41,0.35,0.41,
445,Tre Herndon,Tre Herndon,JAX,26,CB,15,1,0,0,0,0,0.33,0.07,0,1,14,0,0,2.4,1.8,0.6,0.13,0.07,
446,Samson Ebukam,Samson Ebukam,SFO,27,DE,15,15,0,0,0,0,0.07,0.07,0,1,0,0,0.33,2.4,1.4,1,0.47,0.87,
447,D.J. Wonnum,D.J. Wonnum,MIN,25,OLB,16,1,,,0,,,,,,,0,0.25,2.38,1.69,0.69,0.31,0.63,
448,DaQuan Jones,DaQuan Jones,BUF,31,DT,16,16,,,0,,,0,0,1,0,0,0.13,2.38,1.38,1,0.19,0.69,
449,P.J. Williams,P.J. Williams,NOR,29,CB,11,3,0,0,0,0,0.18,,,,,0,0,2.36,1.55,0.82,0,0,
450,Cordale Flott,Cordale Flott,NYG,21,DB,11,6,0,0,0,0,0.18,0.09,0,0,0,0,0,2.36,1.36,1,0,0,
451,Joshua Williams,Joshua Williams,KAN,23,DB,17,4,0.06,0.41,0,7,0.41,,,,,0,0,2.35,1.71,0.65,0.06,0,
452,Roderic Teamer,Roderic Teamer,LVR,25,S,17,3,,,0,,,,,,,0,0,2.35,1.47,0.88,0.12,0,
453,Joe Tryon-Shoyinka,Joe Tryon,TAM,23,OLB,17,16,0,0,0,0,0.12,,,,,0,0.24,2.35,1.35,1,0.35,0.82,
454,Josh Jones,Josh Jones,SEA,28,S,12,3,0,0,0,0,0.08,0,0,1,0,0,0,2.33,1.92,0.42,0,0.08,
455,Jadeveon Clowney,Jadeveon Clowney,CLE,29,DE,12,10,0,0,0,0,0.25,0.08,0,1,0,0,0.17,2.33,1.17,1.17,0.33,0.33,
456,Hassan Ridgeway,Hassan Ridgeway,SFO,28,DT,12,7,,,0,,,,,,,0,0.08,2.33,1.17,1.17,0.25,0.33,
457,Charles Harris,Charles Harris,DET,27,DL,6,4,0,0,0,0,0.17,0.17,0,0,0,0,0.17,2.33,1.67,0.67,0.33,0.67,
458,Jack Jones,Jack Jones,NWE,25,DB,13,2,0.15,3.08,0.08,40,0.46,0.08,0,1,0,0,0,2.31,1.92,0.38,0.23,0,
459,Akayleb Evans,Akayleb Evans,MIN,23,CB,10,2,0,0,0,0,0.2,0.1,0,0,0,0,0,2.3,1.9,0.4,0.3,0,
460,Christian Barmore,Christian Barmore,NWE,23,DL,10,3,0,0,0,0,0.1,,,,,0,0.25,2.3,1.2,1.1,0.2,0.7,
461,Carlos Dunlap,Carlos Dunlap,KAN,33,DE,17,2,0,0,0,0,0.47,0.06,0,0,0,0,0.24,2.29,1.47,0.82,0.35,0.71,
462,Jermaine Carter Jr.,Jermaine Carter Jr.,CLE,27,LB,7,1,,,0,,,,,,,0,0,2.29,1.14,1.14,0,0.14,
463,Jay Tufele,Jay Tufele,CIN,23,DT,7,2,,,0,,,,,,,0,0,2.29,0.86,1.43,0.29,0.29,
464,Isaiah Rodgers,Isaiah Rodgers,IND,24,CB,15,9,0,0,0,0,0.2,0.07,0.07,4,19,0,0,2.27,1.6,0.67,0.07,0,
465,D.J. Jones,D.J. Jones,DEN,27,DT,15,15,0,0,0,0,0.4,,,,,0,0.13,2.27,1.47,0.8,0.2,0.27,
466,Jake Hansen,Jake Hansen,HOU,24,LB,11,2,,,0,,,0.09,0,1,0,0,0.09,2.27,1.36,0.91,0.18,0.18,
467,Micheal Clemons,Micheal Clemons,NYJ,25,DT,16,0,,,0,,,,,,,0,0.16,2.25,1.38,0.88,0.25,0.38,
468,Denico Autry,Denico Autry,TEN,32,DL,12,8,0,0,0,0,0.33,0.17,0,0,0,0,0.67,2.25,1.42,0.83,0.67,1.58,
469,Greg Gaines,Greg Gaines,LAR,26,DT,16,12,,,0,,,,,,,0,0.25,2.25,1,1.25,0.38,0.38,
470,Mark Robinson,Mark Robinson,PIT,23,LB,4,2,,,0,,,,,,,0,0,2.25,0.75,1.5,0,0,
471,Geno Stone,Geno Stone,BAL,23,S,17,7,0,0,0,0,0.06,0.06,0,1,0,0,0,2.24,2,0.24,0,0,
472,Amik Robertson,Amik Robertson,LVR,24,CB,17,7,0.12,0.41,0,7,0.53,0.06,0,1,68,1,0.06,2.24,1.71,0.53,0.12,0,
473,Morgan Fox,Morgan Fox,LAC,28,DL,17,12,,,0,,,,,,,0,0.38,2.24,1.41,0.82,0.47,0.65,
474,Damien Wilson,Damien Wilson,CAR,29,LB,17,5,,,0,,,0.06,0,0,0,0,0.12,2.24,1.35,0.88,0.24,0.12,
475,John Franklin-Myers,John Franklin-Myers,NYJ,26,DT,17,17,0,0,0,0,0.06,,,,,0,0.29,2.24,0.94,1.29,0.24,1.18,
476,Oren Burks,Oren Burks,SFO,27,LB,17,3,0,0,0,0,0.06,,,,,0,0.03,2.24,0.88,1.35,0.06,0.06,
477,Chris Wormley,Chris Wormley,PIT,29,DT,13,1,,,0,,,0.08,0,1,0,0,0.04,2.23,1,1.23,0.23,0.08,
478,Damontae Kazee,Damontae Kazee,PIT,29,S,9,4,0.22,1.56,0,12,0.22,,,,,0,0,2.22,1.22,1,0,0,
479,Dennis Gardeck,Dennis Gardeck,ARI,28,OLB,14,3,0.07,1.71,0,24,0.07,0.07,0,0,0,0,0.07,2.21,1.57,0.64,0.14,0.36,
480,Vita Vea,Vita Vea,TAM,27,DL,14,14,,,0,,,0.07,0,1,0,0,0.46,2.21,1.07,1.14,0.5,0.93,
481,Raekwon McMillan,Raekwon McMillan,NWE,27,LB,16,1,,,0,,,0,0,1,23,1,0.06,2.19,1.63,0.56,0.31,0.06,
482,Justin Hollins,Justin Hollins,2TM,26,,16,5,,,0,,,0.06,0,1,0,0,0.22,2.19,1.19,1,0.25,0.44,
483,Andrew Wingard,Andrew Wingard,JAX,26,S,17,3,0.06,0.76,0,13,0.06,0.06,0,0,0,0,0,2.18,1.59,0.59,0.12,0.06,
484,DeShawn Williams,DeShawn Williams,DEN,30,DL,17,15,0,0,0,0,0.18,,,,,0,0.26,2.18,1.24,0.94,0.24,0.47,
485,Tanner Vallejo,Tanner Vallejo,ARI,28,LB,17,5,0,0,0,0,0.06,0.06,0,0,0,0,0,2.18,1.18,1,0.12,0.12,
486,Carlos Watkins,Carlos Watkins,DAL,29,DE,12,4,,,0,,,0.08,0,0,0,0,0,2.17,1.08,1.08,0.17,0,
487,Greg Mabin,Greg Mabin,TEN,28,CB,6,0,,,0,,,,,,,0,0,2.17,1.67,0.5,0,0,
488,Michael Dogbe,Michael Dogbe,ARI,26,DE,13,4,,,0,,,,,,,0,0,2.15,1.08,1.08,0.08,0,
489,John Cominsky,John Cominsky,DET,27,DL,14,8,0,0,0,0,0.21,0.07,0,0,0,0,0.29,2.14,1.29,0.86,0.36,0.86,
490,Trey Hendrickson*,Trey Hendrickson,CIN,28,DE,15,15,0,0,0,0,0.2,0.2,0,0,0,0,0.53,2.13,1.47,0.67,0.4,1.6,
491,Teair Tart,Teair Tart,TEN,25,DT,16,16,0.06,0,0,0,0.38,0,0,1,1,0,0.09,2.13,1.25,0.88,0.31,0.44,
492,Eyioma Uwazurike,Eyioma Uwazurike,DEN,24,DL,8,0,0,0,0,0,0.13,,,,,0,0,2.13,1.38,0.75,0,0.25,
493,Sam Webb,Sam Webb,LVR,24,CB,17,3,0,0,0,0,0.18,0.06,0,0,0,0,0,2.12,1.53,0.59,0,0,
494,Michael Hoecht,Michael Hoecht,LAR,25,DT,17,6,,,0,,,0.06,0,0,0,0,0.26,2.12,1.35,0.76,0.24,0.53,
495,Roy Lopez,Roy Lopez,HOU,25,DL,17,14,0,0,0,0,0.06,,,,,0,0.06,2.12,1.18,0.94,0.35,0.18,0.06
496,Jordan Elliott,Jordan Elliott,CLE,25,DT,17,17,0,0,0,0,0.12,,,,,0,0.12,2.12,1.12,1,0.29,0.18,
497,Milton Williams,Milton Williams,PHI,23,DT,17,0,0,0,0,0,0.12,,,,,0,0.24,2.12,1.12,1,0.53,0.35,
498,Mack Wilson,Mack Wilson,NWE,24,OLB,17,3,0,0,0,0,0.06,0.06,0,0,0,0,0.09,2.12,0.88,1.24,0.12,0.12,
499,Michael Danna,Michael Danna,KAN,25,DE,13,0,,,0,,,0.15,0,0,0,0,0.38,2.08,0.69,1.38,0.23,0.77,
500,Dane Belton,Dane Belton,NYG,22,S,15,5,0.13,0,0,0,0.2,0,0,2,3,0,0,2.07,1.6,0.47,0.07,0.07,
501,Tre Avery,Tre Avery,TEN,25,CB,14,3,0,0,0,0,0.64,0,0,1,0,0,0,2.07,1.64,0.43,0.07,0,
502,Shaq Lawson,Shaq Lawson,BUF,28,DE,15,6,0,0,0,0,0.07,0.07,0,0,0,0,0.23,2.07,1.27,0.8,0.4,0.6,
503,Jermaine Johnson II,Jermaine Johnson II,NYJ,23,DE,14,0,,,0,,,,,,,0,0.18,2.07,1.29,0.79,0.21,0.36,0.07
504,Marquise Copeland,Marquise Copeland,LAR,25,DT,15,9,,,0,,,,,,,0,0.07,2.07,1.07,1,0.13,0.13,
505,Bryan Cook,Bryan Cook,KAN,23,S,16,1,0,0,0,0,0.13,,,,,0,0.06,2.06,1.38,0.69,0.06,0.13,
506,Poona Ford,Poona Ford,SEA,27,DT,17,16,0,0,0,0,0.12,,,,,0,0.18,2.06,1.29,0.76,0.35,0.41,
507,Jerry Hughes,Jerry Hughes,HOU,34,DL,17,16,0.06,0.82,0,14,0.06,0.12,0,0,0,0,0.53,2.06,1.24,0.82,0.59,0.59,
508,Leo Chenal,Leo Chenal,KAN,22,LB,17,8,,,0,,,,,,,0,0.06,2.06,1.12,0.94,0.18,0.18,
509,Brandon Graham,Brandon Graham,PHI,34,DE,17,1,0,0,0,0,0.06,0.12,0,0,0,0,0.65,2.06,1.12,0.94,0.65,0.94,
510,Armon Watts,Armon Watts,CHI,26,DT,17,12,,,0,,,,,,,0,0.06,2.06,1.06,1,0.24,0.12,
511,Neville Gallimore,Neville Gallimore,DAL,25,DT,16,1,0,0,0,0,0.06,,,,,0,0.06,2.06,1,1.06,0.13,0.06,
512,Raekwon Davis,Raekwon Davis,MIA,25,DT,16,15,,,0,,,,,,,0,0.06,2.06,0.81,1.25,0.06,0.13,
513,Tyrel Dodson,Tyrel Dodson,BUF,24,LB,16,3,,,0,,,0,0,1,0,0,0.06,2,1.38,0.63,0.06,0.06,
514,Keion Crossen,Keion Crossen,MIA,26,DB,16,2,0,0,0,0,0.25,,,,,0,0,2,1.25,0.75,0,0,
515,Jaquan Johnson,Jaquan Johnson,BUF,27,S,16,3,0.06,0,0,0,0.06,,,,,0,0,2,1,1,0,0,
516,Malcolm Roach,Malcolm Roach,NOR,24,DT,13,3,,,0,,,,,,,0,0.08,2,1.08,0.92,0.15,0.15,
517,Akiem Hicks,Akiem Hicks,TAM,33,DL,11,11,0,0,0,0,0.27,,,,,0,0.09,2,1.18,0.82,0.18,0.36,
518,Otito Ogbonnia,Otito Ogbonnia,LAC,21,DL,7,1,,,0,,,,,,,0,0,2,1.86,0.14,0.14,0,
519,Andrew Booth,Andrew Booth,MIN,22,CB,6,1,,,0,,,,,,,0,0,2,2,0,0,0,
520,Payton Turner,Payton Turner,NOR,24,DE,8,0,,,0,,,,,,,0,0.25,2,1.38,0.63,0.63,0.38,
521,Jonathan Greenard,Jonathan Greenard,HOU,25,DL,8,4,0.13,4.88,0.13,39,0.13,0,0,1,0,0,0.19,2,1.13,0.88,0.75,0.5,
522,Azeez Ojulari,Azeez Ojulari,NYG,22,OLB,7,5,0,0,0,0,0.14,0.43,0,1,-5,0,0.79,2,1.29,0.71,0.43,1,
523,Joey Bosa,Joey Bosa,LAC,27,OLB,5,4,,,0,,,0.2,0,0,0,0,0.5,2,1.6,0.4,0.6,1.2,
524,Rashard Lawrence,Rashard Lawrence,ARI,24,DT,5,5,,,0,,,0.2,0,0,0,0,0,2,1.6,0.4,0.6,0,
525,Tyquan Lewis,Tyquan Lewis,IND,27,DE,7,4,0,0,0,0,0.29,0.14,0,0,0,0,0.14,2,1.14,0.86,0.29,0.57,
526,Randy Gregory,Randy Gregory,DEN,30,OLB,6,3,,,0,,,0.33,0,0,0,0,0.33,2,1.17,0.83,0.33,1.17,
527,Johnathan Hankins,Johnathan Hankins,2TM,30,DT,10,4,0,0,0,0,0.1,,,,,0,0,2,0.7,1.3,0.1,0.1,
528,Ugo Amadi,Ugo Amadi,2TM,25,DB/S,3,0,,,0,,,,,,,0,0,2,1.33,0.67,0,0,
529,Michael Pierce,Michael Pierce,BAL,30,NT,3,3,,,0,,,0.33,0,0,0,0,0,2,1.33,0.67,0,0.33,
530,Matt Dickerson,Matt Dickerson,ATL,27,DE,6,0,,,0,,,,,,,0,0,2,0.5,1.5,0.17,0.17,
531,Xavier Rhodes,Xavier Rhodes,2TM,32,,2,1,,,0,,,,,,,0,0,2,1.5,0.5,0,0,
532,Benning Potoa'e,Benning Potoa'e,WAS,26,DE,2,0,,,0,,,,,,,0,0,2,1,1,0.5,0,
533,Antwaun Woods,Antwaun Woods,ARI,29,DT,1,0,,,0,,,,,,,0,0,2,2,0,1,0,
534,Jabari Zuniga,Jabari Zuniga,NOR,25,DE,1,0,,,0,,,,,,,0,0,2,2,0,0,0,
535,William Bradley-King,William Bradley-King,WAS,25,DE,1,0,,,0,,,,,,,0,0,2,1,1,0,0,
536,Kevin Pierre-Louis,Kevin Pierre-Louis,HOU,31,LB,2,0,0,0,0,0,0.5,,,,,0,0,2,0.5,1.5,0,0,
537,Josh Thomas,Josh Thomas,ARI,26,S,2,0,,,0,,,,,,,0,0,2,0,2,0,0,
538,Jeremy Reaves*+,Jeremy Reaves,WAS,26,S,17,3,0,0,0,0,0.06,,,,,0,0,1.94,1.18,0.76,0,0,
539,Rakeem Nunez-Roches,Rakeem Nunez-Roches,TAM,29,DL,17,10,,,0,,,,,,,0,0.12,1.94,1.12,0.82,0.29,0.18,
