Rk,PFF Name,PFF Name Cleaned,Data Bowl Name,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
312,Al Woods,Al Woods,#N/A,SEA,34,RDE,16,16,0,0,0,0,0.19,,,,,0,0.09,3.13,1.63,1.5,0.25,0.31,
313,Poona Ford,Poona Ford,#N/A,SEA,26,NT,17,17,0,0,0,0,0.06,,,,,0,0.12,3.12,1.35,1.76,0.35,0.35,
314,Akeem Davis-Gaither,Akeem Davis-Gaither,Akeem Davis-Gaither,CIN,24,LB,9,0,0,0,0,0,0.33,0.11,0,0,0,0,0,3.11,2.33,0.78,0,0,
315,David Onyemata,David Onyemata,#N/A,NOR,29,RDT,11,11,,,0,,,0,0,1,-6,0,0.18,3.09,1.09,2,0.18,0.91,
316,Greg Newsome II,Greg Newsome II,#N/A,CLE,21,RCB,12,11,0,0,0,0,0.75,,,,,0,0,3.08,2.75,0.33,0,0,
317,Kristian Fulton,Kristian Fulton,#N/A,TEN,23,RCB,13,13,0.15,1,0,13,1.08,,,,,0,0,3.08,2.31,0.77,0,0,
318,Jaylon Johnson,Jaylon Johnson,#N/A,CHI,22,LCB,15,15,0.07,0.2,0,3,0.6,0.07,0,0,0,0,0,3.07,2.47,0.6,0.07,0,
319,Dane Cruikshank,Dane Cruikshank,#N/A,TEN,26,DB,14,4,0,0,0,0,0.07,0.07,0,0,0,0,0,3.07,2.14,0.93,0,0,
320,Folorunso Fatukasi,Folorunso Fatukasi,#N/A,NYJ,26,RDT,15,15,,,0,,,,,,,0,0,3.07,1.67,1.4,0.33,0.4,
321,Steven Means,Steven Means,Steven Means,ATL,31,LOLB,14,14,,,0,,,0,0,1,32,0,0,3.07,1.71,1.36,0.14,0.14,
322,Malik Reed,Malik Reed,Malik Reed,DEN,25,ROLB,14,13,0,0,0,0,0.14,0.14,0,1,0,0,0.36,3.07,1.71,1.36,0.21,0.57,
323,Nick Bosa*,Nick Bosa,#N/A,SFO,24,RDE/LDE,17,17,0,0,0,0,0.06,0.24,0,0,0,0,0.91,3.06,2.35,0.71,1.24,1.88,
324,Eli Apple,Eli Apple,#N/A,CIN,26,LCB,16,15,0.13,3.13,0,50,0.63,0,0.06,1,0,0,0,3.06,2.38,0.69,0.13,0,
325,Robert Quinn*,Robert Quinn,Robert Quinn,CHI,31,LOLB/ROLB,16,16,,,0,,,0.25,0,0,0,0,1.16,3.06,2.38,0.69,1.06,1.38,
326,Damontae Kazee,Damontae Kazee,#N/A,DAL,28,FS,17,15,0.12,0.47,0,8,0.24,0.12,0,0,0,0,0,3.06,2.06,1,0,0,
327,Ryan Neal,Ryan Neal,#N/A,SEA,26,SS,16,5,0,0,0,0,0.19,,,,,0,0.06,3.06,2,1.06,0.19,0.19,
328,Larry Ogunjobi,Larry Ogunjobi,#N/A,CIN,27,LDT,16,16,,,0,,,,,,,0,0.44,3.06,1.81,1.25,0.75,1,
329,Shelby Harris,Shelby Harris,#N/A,DEN,30,RDE,16,16,0,0,0,0,0.13,0.06,0,0,0,0,0.38,3.06,1.5,1.56,0.44,0.69,
330,Daniel Sorensen,Daniel Sorensen,#N/A,KAN,31,FS,17,7,0.12,4.41,0.06,75,0.47,,,,,0,0.06,3,2.35,0.65,0.18,0.18,
331,Myles Garrett*+,Myles Garrett,#N/A,CLE,26,LDE,17,17,0,0,0,0,0.18,0.06,0,1,15,1,0.94,3,1.94,1.06,1,1.94,
332,Markus Golden,Markus Golden,Markus Golden,ARI,30,ROLB,16,5,0,0,0,0,0.06,0.25,0,2,0,0,0.69,3,2.06,0.94,0.63,1.19,
333,Xavier Rhodes,Xavier Rhodes,#N/A,IND,31,LCB,13,13,0.08,0.31,0,4,0.54,0,0,1,0,0,0,3,2.46,0.54,0.08,0,
334,Kenny Clark*,Kenny Clark,#N/A,GNB,26,NT,16,16,,,0,,,0,0,1,0,0,0.25,3,1.69,1.31,0.38,0.81,
335,Bilal Nichols,Bilal Nichols,#N/A,CHI,25,RDE/LDE,17,15,0,0,0,0,0.06,0,0,2,12,0,0.18,3,1.53,1.47,0.29,0.53,
336,Mack Wilson,Mack Wilson,Mack Wilson,CLE,23,LLB,14,6,,,0,,,,,,,0,0,3,1.86,1.14,0,0,
337,K.J. Wright,K.J. Wright,#N/A,LVR,32,RLB,17,8,,,0,,,,,,,0,0,3,1.47,1.53,0.12,0,
338,DeMarcus Lawrence,DeMarcus Lawrence,#N/A,DAL,29,LDE,7,7,0.14,5.71,0.14,40,0.71,0.29,0,0,0,0,0.43,3,2.29,0.71,0.71,1,
339,Jarren Williams,Jarren Williams,#N/A,NYG,24,CB,6,2,0,0,0,0,0.17,,,,,0,0,3,2.33,0.67,0,0,
340,Kenny Willekes,Kenny Willekes,#N/A,MIN,24,DE,6,0,0,0,0,0,0.17,,,,,0,0.42,3,1.83,1.17,0.33,1.17,
341,Jason McCourty,Jason McCourty,#N/A,MIA,34,DB,7,4,0,0,0,0,0.29,,,,,0,0,3,1.43,1.57,0,0,
342,Bradley Chubb,Bradley Chubb,Bradley Chubb,DEN,25,LOLB,7,7,0.14,3,0,21,0.29,,,,,0,0,3,1.29,1.71,0.14,0.57,
343,Tony Jefferson,Tony Jefferson,#N/A,2TM,29,DB,6,0,0,0,0,0,0.17,,,,,0,0.17,3,1.5,1.5,0.17,0.17,
344,Jamien Sherwood,Jamien Sherwood,Jamien Sherwood,NYJ,21,DB,5,4,,,0,,,,,,,0,0,3,1.6,1.4,0,0,
345,Sheldon Day,Sheldon Day,#N/A,CLE,27,DT,7,1,0,0,0,0,0.29,,,,,0,0.14,3,1,2,0,0.14,
346,Noah Spence,Noah Spence,#N/A,CIN,27,LB,2,0,,,0,,,,,,,0,0,3,2,1,0,1,
347,Christian Elliss,Christian Elliss,#N/A,PHI,22,LB,1,0,,,0,,,,,,,0,0,3,2,1,0,0,
348,T.J. Smith,T.J. Smith,#N/A,MIN,24,DT,1,0,,,0,,,,,,,0,0,3,1,2,0,0,
349,Marvin Wilson,Marvin Wilson,#N/A,PHI,23,DT,1,0,,,0,,,,,,,0,0,3,1,2,0,0,
350,Gregory Rousseau,Gregory Rousseau,#N/A,BUF,21,LDE,17,17,0.06,0.18,0,3,0.24,0.06,0,0,0,0,0.24,2.94,2.47,0.47,0.47,0.59,
351,Arthur Maulet,Arthur Maulet,#N/A,PIT,28,DB,16,2,0,0,0,0,0.06,0.06,0,0,0,0,0,2.94,2.38,0.56,0.31,0.13,
352,Jalen Mills,Jalen Mills,#N/A,NWE,27,RCB,16,16,0,0,0,0,0.44,0,0,1,0,0,0,2.94,2.19,0.75,0.06,0,
353,Brian Burns*,Brian Burns,Brian Burns,CAR,23,RDE,17,16,0,0,0,0,0.24,0.12,0,0,0,0,0.53,2.94,1.82,1.12,0.76,1.06,
354,Rashan Gary,Rashan Gary,Rashan Gary,GNB,24,ROLB,16,16,,,0,,,0.13,0,1,0,0,0.59,2.94,1.69,1.25,0.5,1.75,
355,Malik Hooker,Malik Hooker,#N/A,DAL,25,DB,15,3,0.07,0,0,0,0.13,,,,,0,0,2.93,2,0.93,0.07,0,
356,Marcell Harris,Marcell Harris,Marcell Harris,SFO,27,RLB,15,7,0.07,0.13,0,2,0.07,,,,,0,0.07,2.93,1.6,1.33,0.13,0.07,
357,Sione Takitaki,Sione Takitaki,Sione Takitaki,CLE,26,RLB,15,8,,,0,,,0.07,0,1,0,0,0,2.93,1.4,1.53,0.33,0.13,
358,Donte Deayon,Donte Deayon,#N/A,LAR,27,DB,10,1,0,0,0,0,0.2,,,,,0,0,2.9,2.4,0.5,0.1,0,
359,Kevin King,Kevin King,#N/A,GNB,26,RCB,10,6,0.1,0,0,0,0.3,,,,,0,0,2.9,2.1,0.8,0,0.1,
360,Benjamin St-Juste,Benjamin St-Juste,#N/A,WAS,24,DB,9,3,0,0,0,0,0.33,,,,,0,0,2.89,2.22,0.67,0.11,0,
361,Aaron Robinson,Aaron Robinson,#N/A,NYG,24,DB,9,2,0,0,0,0,0.33,,,,,0,0,2.89,1.78,1.11,0,0.11,
362,Chase Young,Chase Young,#N/A,WAS,22,LDE,9,9,0,0,0,0,0.22,0.22,0,0,0,0,0.17,2.89,1.67,1.22,0.33,0.44,
363,Isaiah Rodgers,Isaiah Rodgers,#N/A,IND,23,CB,17,1,0.18,1.41,0,12,0.41,0,0.06,0,0,0,0,2.88,2.29,0.59,0.06,0,
364,Azeez Ojulari,Azeez Ojulari,Azeez Ojulari,NYG,21,ROLB,17,13,0,0,0,0,0.12,0.06,0,0,0,0,0.47,2.88,1.71,1.18,0.47,0.76,
365,DaVon Hamilton,DaVon Hamilton,#N/A,JAX,24,RDE,16,8,0,0,0,0,0.13,0,0,1,0,0,0.06,2.88,1.63,1.25,0.13,0.13,
366,Derek Barnett,Derek Barnett,#N/A,PHI,25,RDE,16,15,,,0,,,,,,,0,0.13,2.88,1.25,1.63,0.44,0.69,
367,Denzel Ward*,Denzel Ward,#N/A,CLE,24,LCB,15,15,0.2,6.87,0.07,99,0.67,,,,,0,0.03,2.87,2.27,0.6,0.07,0.13,
368,D.J. Reader,D.J. Reader,#N/A,CIN,27,RDT,15,15,,,0,,,,,,,0,0.13,2.87,1.47,1.4,0.2,0.47,
369,Deon Bush,Deon Bush,#N/A,CHI,28,DB,14,4,0.14,3,0,27,0.36,,,,,0,0,2.86,2.21,0.64,0,0,
370,Robert Alford,Robert Alford,#N/A,ARI,33,DB,13,5,0.08,1.77,0,23,0.31,,,,,0,0,2.85,2.31,0.54,0.08,0,
371,Dorance Armstrong Jr.,Dorance Armstrong Jr.,#N/A,DAL,24,RDE,13,5,0,0,0,0,0.08,0,0,1,37,1,0.38,2.85,1.77,1.08,0.23,0.92,
372,Chris Jackson,Chris Jackson,#N/A,TEN,23,S,12,3,0,0,0,0,0.33,,,,,0,0,2.83,2.42,0.42,0.08,0,
373,Chris Westry,Chris Westry,#N/A,BAL,24,DB,6,2,0,0,0,0,0.5,,,,,0,0,2.83,2.83,0,0.17,0,
374,Javelin Guidry,Javelin Guidry,#N/A,NYJ,23,CB,17,3,0,0,0,0,0.18,,,,,0,0,2.82,1.94,0.88,0.06,0.06,
375,Al-Quadin Muhammad,Al-Quadin Muhammad,#N/A,IND,26,RDE,17,17,,,0,,,0.06,0,0,0,0,0.35,2.82,1.88,0.94,0.41,0.76,
376,Rasheem Green,Rasheem Green,#N/A,SEA,24,LOLB,17,16,0,0,0,0,0.24,,,,,0,0.38,2.82,1.59,1.24,0.35,0.88,
377,Kenneth Murray,Kenneth Murray,Kenneth Murray,LAC,23,LILB/RILB,11,6,,,0,,,,,,,0,0,2.82,1.55,1.27,0.18,0,
378,Shy Tuttle,Shy Tuttle,#N/A,NOR,26,LDT,17,15,0,0,0,0,0.18,0.06,0,1,0,0,0,2.82,1,1.82,0.18,0.06,
379,Josh Sweat*,Josh Sweat,#N/A,PHI,24,LDE,16,13,0,0,0,0,0.25,0.06,0,0,0,0,0.47,2.81,1.19,1.63,0.44,0.81,
380,A.J. Bouye,A.J. Bouye,#N/A,CAR,30,RCB,10,7,0,0,0,0,0.3,0.1,0,0,0,0,0,2.8,2.3,0.5,0.2,0,
381,Akiem Hicks,Akiem Hicks,#N/A,CHI,32,DE,9,9,,,0,,,,,,,0,0.39,2.78,2.11,0.67,0.56,1,
382,Jarrad Davis,Jarrad Davis,#N/A,NYJ,27,MLB,9,5,,,0,,,,,,,0,0,2.78,2,0.78,0,0,
383,Kevon Seymour,Kevon Seymour,#N/A,BAL,28,DB,9,2,0,0,0,0,0.11,,,,,0,0.11,2.78,1.89,0.89,0.33,0.11,
384,Mike Hughes,Mike Hughes,#N/A,KAN,24,DB,17,5,0.06,0,0,0,0.35,0.24,0.06,1,23,1,0,2.76,2.35,0.41,0,0,
385,James Bradberry,James Bradberry,#N/A,NYG,28,LCB,17,16,0.24,1.12,0,14,1,0,0.06,2,13,0,0,2.76,2.18,0.59,0,0,
386,James Pierre,James Pierre,#N/A,PIT,25,CB,17,4,0.06,0,0,0,0.24,0.18,0,0,0,0,0,2.76,2.18,0.59,0,0,
387,D.J. Wonnum,D.J. Wonnum,D.J. Wonnum,MIN,24,LDE,17,14,0,0,0,0,0.24,0.06,0,0,0,0,0.47,2.76,1.71,1.06,0.41,0.88,
388,Nick Scott,Nick Scott,#N/A,LAR,26,DB,17,1,0.12,0.18,0,3,0.24,,,,,0,0,2.76,1.65,1.12,0,0,
389,Quinton Jefferson,Quinton Jefferson,#N/A,LVR,28,RDT,17,17,0,0,0,0,0.06,0.12,0,0,0,0,0.26,2.76,1,1.76,0.29,0.94,
390,Jonathan Greenard,Jonathan Greenard,#N/A,HOU,24,RDE,12,12,0,0,0,0,0.33,0.17,0,0,0,0,0.67,2.75,1.92,0.83,0.75,1,
391,Justin Hollins,Justin Hollins,Justin Hollins,LAR,25,LB,8,2,,,0,,,0.13,0,0,0,0,0.25,2.75,1.75,1,0.13,0.13,
392,Isaiah Oliver,Isaiah Oliver,#N/A,ATL,25,DB,4,3,0,0,0,0,0.75,0.25,0,1,2,0,0,2.75,1.75,1,0,0.25,
393,Chandler Jones*,Chandler Jones,#N/A,ARI,31,LOLB,15,15,0,0,0,0,0.27,0.4,0,1,1,0,0.7,2.73,2.07,0.67,0.8,1.73,
394,Casey Hayward,Casey Hayward,#N/A,LVR,32,RCB,17,17,0.06,0,0,0,0.53,,,,,0,0,2.71,2.29,0.41,0.18,0,0.06
395,Kindle Vildor,Kindle Vildor,#N/A,CHI,24,RCB,17,12,0,0,0,0,0.24,,,,,0,0.06,2.71,1.94,0.76,0.06,0.06,
396,Christian Barmore,Christian Barmore,#N/A,NWE,22,DT,17,2,0,0,0,0,0.12,,,,,0,0.09,2.71,1.35,1.35,0.18,0.53,
397,Quincy Roche,Quincy Roche,Quincy Roche,NYG,23,LB,14,3,,,0,,,0.07,0,0,0,0,0.18,2.71,1.64,1.07,0.36,0.36,
398,Grover Stewart,Grover Stewart,#N/A,IND,28,RDT,17,17,0,0,0,0,0.12,0.06,0,0,0,0,0.06,2.71,1.35,1.35,0.12,0.29,
399,Armon Watts,Armon Watts,#N/A,MIN,25,LDT,17,9,,,0,,,0.12,0,0,0,0,0.29,2.71,1.18,1.53,0.18,0.59,
400,Johnathan Hankins,Johnathan Hankins,#N/A,LVR,29,LDT,14,14,0,0,0,0,0.07,,,,,0,0,2.71,1.07,1.64,0.07,0.14,
401,Khalil Mack,Khalil Mack,Khalil Mack,CHI,30,ROLB,7,7,,,0,,,0,0,1,23,0,0.86,2.71,2.14,0.57,0.86,1,
402,Frankie Luvu,Frankie Luvu,Frankie Luvu,CAR,25,LB,16,4,0,0,0,0,0.06,0.06,0,3,35,0,0.09,2.69,1.63,1.06,0.5,0.31,
403,Genard Avery,Genard Avery,#N/A,PHI,26,LLB,16,12,,,0,,,,,,,0,0.06,2.69,1.31,1.38,0.25,0.13,
404,Brandon Williams,Brandon Williams,#N/A,BAL,32,NT,13,13,0,0,0,0,0.23,0,0,1,0,0,0,2.69,1.15,1.54,0.31,0.08,
405,Vernon Hargreaves III,Vernon Hargreaves III,#N/A,2TM,26,DB,12,6,0.08,1.5,0,18,0.25,,,,,0,0,2.67,1.75,0.92,0,0,
406,Adrian Colbert,Adrian Colbert,#N/A,2TM,28,DB,6,3,,,0,,,,,,,0,0,2.67,1.67,1,0,0,
407,Tommy Togiai,Tommy Togiai,#N/A,CLE,22,DT,6,0,0,0,0,0,0.17,,,,,0,0.08,2.67,1.5,1.17,0,0.17,
408,Dicaprio Bootle,Dicaprio Bootle,#N/A,KAN,24,DB,3,0,,,0,,,,,,,0,0,2.67,2,0.67,0,0,
409,Divine Deablo,Divine Deablo,Divine Deablo,LVR,23,LB,17,5,0,0,0,0,0.06,0,0,1,0,0,0,2.65,1.65,1,0.06,0,
410,Chris Harris Jr.,Chris Harris Jr.,#N/A,LAC,32,DB,14,11,0.07,0,0,0,0.43,,,,,0,0,2.64,2.14,0.5,0,0.07,
411,Bryce Callahan,Bryce Callahan,#N/A,DEN,30,DB,11,6,0,0,0,0,0.36,,,,,0,0.09,2.64,2.27,0.36,0.27,0,
412,Jadeveon Clowney,Jadeveon Clowney,#N/A,CLE,28,RDE,14,14,0,0,0,0,0.14,0.14,0,0,0,0,0.64,2.64,1.71,0.93,0.79,1.36,
413,Darnay Holmes,Darnay Holmes,#N/A,NYG,23,CB,11,4,0.09,1.36,0,15,0.18,,,,22,0,0,2.64,1.91,0.73,0,0.09,
414,Roy Robertson-Harris,Roy Robertson-Harris,#N/A,JAX,28,LDE,14,13,0,0,0,0,0.14,,,,,0,0.21,2.64,1.5,1.14,0.29,0.64,
415,Benardrick McKinney,Benardrick McKinney,#N/A,NYG,29,LB,11,3,,,0,,,,,,,0,0,2.64,1.55,1.09,0.09,0,
416,P.J. Williams,P.J. Williams,#N/A,NOR,28,DB,16,5,0.19,5.38,0.06,46,0.31,0.06,0,0,0,0,0.13,2.63,2.25,0.38,0.19,0.25,
417,Nick Kwiatkoski,Nick Kwiatkoski,#N/A,LVR,28,LB,8,0,,,0,,,0.13,0,0,0,0,0,2.63,1.63,1,0.13,0,
418,Jerry Jacobs,Jerry Jacobs,#N/A,DET,24,LCB,13,9,0,0,0,0,0.54,0.08,0.08,1,0,0,0,2.62,2.31,0.31,0.23,0.08,
419,DeShawn Williams,DeShawn Williams,#N/A,DEN,29,NT,15,8,0,0,0,0,0.13,,,,,0,0.07,2.6,1.13,1.47,0.07,0.33,
420,Neville Gallimore,Neville Gallimore,#N/A,DAL,24,DT,5,4,,,0,,,,,,,0,0.3,2.6,1,1.6,0.6,0.4,
421,Jason Pierre-Paul,Jason Pierre-Paul,#N/A,TAM,32,LOLB,12,12,0,0,0,0,0.33,0.08,0,0,0,0,0.21,2.58,1.67,0.92,0.25,0.42,
422,Dante Fowler,Dante Fowler,Dante Fowler,ATL,27,ROLB,14,6,0,0,0,0,0.07,0.21,0,0,0,0,0.32,2.57,1.5,1.07,0.43,0.57,
423,Jonathan Owens,Jonathan Owens,#N/A,HOU,26,DB,7,2,0.14,1,0,7,0.14,0,0,1,6,0,0,2.57,1.43,1.14,0,0,
424,Greedy Williams,Greedy Williams,#N/A,CLE,24,RCB,16,8,0.13,0.44,0,7,0.63,0.06,0,0,0,0,0,2.56,2.19,0.38,0,0,
425,Deatrich Wise Jr.,Deatrich Wise Jr.,#N/A,NWE,27,LDE,16,9,0,0,0,0,0.25,0.06,0,0,0,0,0.19,2.56,1.75,0.81,0.25,0.56,
426,Derrick Brown,Derrick Brown,#N/A,CAR,23,LDT,16,14,0,0,0,0,0.25,,,,,0,0.19,2.56,1.69,0.88,0.5,0.56,
427,Chris Board,Chris Board,Chris Board,BAL,26,LB,16,0,,,0,,,,,,,0,0,2.56,1.13,1.44,0,0.13,
428,Mike Purcell,Mike Purcell,#N/A,DEN,30,NT,13,10,0,0,0,0,0.08,0,0,1,0,0,0,2.54,1.31,1.23,0.08,0.15,
429,Ross Cockrell,Ross Cockrell,#N/A,TAM,30,DB,17,4,0,0,0,0,0.41,0.06,0,0,0,0,0,2.53,1.71,0.82,0,0.12,
430,Angelo Blackson,Angelo Blackson,#N/A,CHI,29,LDE,17,8,0.06,0.35,0,6,0.12,,,,,0,0.15,2.53,1.41,1.12,0.18,0.53,
431,Jarran Reed,Jarran Reed,#N/A,KAN,29,LDT,17,17,0,0,0,0,0.06,0.12,0,1,10,0,0.15,2.53,1.35,1.18,0.12,0.71,
432,David Long,David Long,David Long Jr.,LAR,23,DB,16,5,0.06,0,0,0,0.25,,,,,0,0,2.5,2.19,0.31,0,0,
433,Tevaughn Campbell,Tevaughn Campbell,#N/A,LAC,28,RCB,16,7,0,0,0,0,0.25,0.13,0,1,61,1,0,2.5,1.94,0.56,0,0,
434,Kevin Minter,Kevin Minter,#N/A,TAM,31,RILB,16,5,,,0,,,,,,,0,0.06,2.5,1.63,0.88,0.13,0.19,
435,Jamie Collins,Jamie Collins,Jamie Collins,2TM,32,LB,12,4,0.08,0.08,0,1,0.25,0,0,1,0,0,0.08,2.5,1.5,1,0.33,0.25,
436,Bryan Mone,Bryan Mone,#N/A,SEA,26,LDE,14,5,0,0,0,0,0.07,0.07,0,0,0,0,0.11,2.5,1.07,1.43,0,0.21,
437,Michael Pierce,Michael Pierce,#N/A,MIN,29,LDT,8,8,,,0,,,0.13,0,0,0,0,0.38,2.5,1.5,1,0.38,0.5,
438,Tyeler Davison,Tyeler Davison,#N/A,ATL,29,NT,12,11,,,0,,,,,,,0,0,2.5,0.83,1.67,0.25,0,
439,Mike Daniels,Mike Daniels,#N/A,CIN,32,DT,2,1,,,0,,,,,,,0,0,2.5,2.5,0,0.5,0,
440,Tyson Alualu,Tyson Alualu,#N/A,PIT,34,DT,2,2,,,0,,,,,,,0,0,2.5,1,1.5,0,0.5,
441,Myles Adams,Myles Adams,#N/A,SEA,23,DT,2,0,,,0,,,,,,,0,0,2.5,0,2.5,0,0.5,
442,Sharif Finch,Sharif Finch,#N/A,2TM,26,LB,2,0,,,0,,,,,,,0,0,2.5,0,2.5,0,0,
443,Dean Lowry,Dean Lowry,#N/A,GNB,27,LDE,17,17,0,0,0,0,0.24,0,0,1,2,0,0.29,2.47,1.41,1.06,0.29,0.53,
444,Jaelan Phillips,Jaelan Phillips,Jaelan Phillips,MIA,22,LB,17,5,0,0,0,0,0.06,0,0,1,0,0,0.5,2.47,1.35,1.12,0.53,0.94,
445,Darius Philon,Darius Philon,#N/A,LVR,27,DT,11,2,0,0,0,0,0.18,0,0,2,2,0,0.18,2.45,1.73,0.73,0.45,0.18,
446,Tre Flowers,Tre Flowers,#N/A,2TM,26,DB,16,4,0,0,0,0,0.06,0,0,1,0,0,0,2.44,1.81,0.63,0,0,
447,Brandon Copeland,Brandon Copeland,Brandon Copeland,ATL,30,LB,16,3,0,0,0,0,0.13,,,,,0,0,2.44,1.44,1,0.25,0.13,
448,Trevis Gipson,Trevis Gipson,Trevis Gipson,CHI,24,LOLB,16,9,0,0,0,0,0.13,0.31,0,1,0,0,0.44,2.44,1.44,1,0.44,0.44,
449,Dalvin Tomlinson,Dalvin Tomlinson,#N/A,MIN,27,RDT,16,16,0,0,0,0,0.13,0,0,1,0,0,0.16,2.44,1.06,1.38,0.13,0.44,
450,Jordan Phillips,Jordan Phillips,#N/A,ARI,29,LDE,9,8,0,0,0,0,0.22,,,,,0,0.33,2.44,1.56,0.89,0.33,0.44,
451,Buster Skrine,Buster Skrine,#N/A,2TM,32,DB,7,3,0.14,2.43,0,17,0.43,,,,,0,0,2.43,1.57,0.86,0,0,
452,Nevin Lawson,Nevin Lawson,#N/A,JAX,30,DB,12,4,0.08,0.92,0,11,0.42,,,,,0,0,2.42,1.75,0.67,0,0,
453,Dane Jackson,Dane Jackson,#N/A,BUF,25,LCB,17,6,0,0,0,0,0.35,,,,,0,0,2.41,1.94,0.47,0,0,
454,Ed Oliver,Ed Oliver,#N/A,BUF,24,LDT/RDT,17,17,0,0,0,0,0.18,0.06,0,0,0,0,0.24,2.41,1.71,0.71,0.59,0.82,
455,Emmanuel Ogbah,Emmanuel Ogbah,#N/A,MIA,28,LDE,17,11,0,0,0,0,0.71,0.06,0,1,0,0,0.53,2.41,1.53,0.88,0.53,1.41,
456,Justin Madubuike,Justin Madubuike,#N/A,BAL,24,LDE,15,11,0,0,0,0,0.13,,,,,0,0.13,2.4,1.53,0.87,0.47,0.33,
457,Montez Sweat,Montez Sweat,#N/A,WAS,25,RDE,10,10,,,0,,,0.3,0,0,0,0,0.5,2.4,1.3,1.1,0.3,1.3,
458,Trae Waynes,Trae Waynes,#N/A,CIN,29,DB,5,4,0,0,0,0,0.2,,,,,0,0,2.4,2.2,0.2,0,0,
459,Payton Turner,Payton Turner,#N/A,NOR,23,DE,5,0,,,0,,,,,,,0,0.2,2.4,1.8,0.6,0.6,0.6,
460,Rock Ya-Sin,Rock Ya-Sin,#N/A,IND,25,LCB,13,8,0,0,0,0,0.62,0.08,0,1,13,0,0,2.38,2.08,0.31,0,0,
461,Preston Smith,Preston Smith,Preston Smith,GNB,29,LOLB,16,16,0,0,0,0,0.13,0.13,0.06,2,4,0,0.56,2.38,1.56,0.81,0.56,1.06,
462,Jonathon Cooper,Jonathon Cooper,Jonathon Cooper,DEN,23,LOLB,16,5,,,0,,,0,0,1,0,0,0.16,2.38,1.38,1,0.25,0.44,
463,Markus Bailey,Markus Bailey,Markus Bailey,CIN,24,LB,16,3,0,0,0,0,0.19,,,,,0,0.03,2.38,1.31,1.06,0,0.06,
464,DeMarcus Walker,DeMarcus Walker,#N/A,HOU,27,DE,13,2,0,0,0,0,0.08,0.08,0,0,0,0,0.15,2.38,1.62,0.77,0.31,0.54,
465,Matthew Ioannidis,Matthew Ioannidis,#N/A,WAS,27,DT,16,6,,,0,,,,,,,0,0.16,2.38,1,1.38,0.19,0.69,
466,Danny Shelton,Danny Shelton,#N/A,NYG,28,NT,13,0,,,0,,,,,,,0,0.04,2.38,0.92,1.46,0.08,0.08,
467,Uchenna Nwosu,Uchenna Nwosu,Uchenna Nwosu,LAC,25,ROLB,17,15,0.06,0.12,0,2,0.24,0.12,0,1,-6,0,0.29,2.35,1.41,0.94,0.47,1,
468,Zaire Franklin,Zaire Franklin,Zaire Franklin,IND,25,RLB,17,11,0.06,0.47,0,8,0.12,0,0,1,0,0,0,2.35,1.24,1.12,0.06,0,
469,A.J. Klein,A.J. Klein,A.J. Klein,BUF,30,LB,15,4,0.07,0.8,0,12,0.33,0,0,1,0,0,0,2.33,1.93,0.4,0.27,0.07,
470,Pierre Desir,Pierre Desir,#N/A,TAM,31,DB,12,2,0.17,0,0,0,0.33,0.08,0,0,0,0,0,2.33,2.17,0.17,0,0,
471,Jonathan Bullard,Jonathan Bullard,#N/A,ATL,28,DE,9,4,0,0,0,0,0.11,,,,,0,0,2.33,0.89,1.44,0,0.11,
472,Darrell Taylor,Darrell Taylor,Darrell Taylor,SEA,24,LDE,16,5,0,0,0,0,0.06,0.06,0,0,0,0,0.41,2.31,1.75,0.56,0.44,0.81,
473,Cody Barton,Cody Barton,Cody Barton,SEA,25,LB,16,1,0,0,0,0,0.06,,,,,0,0,2.31,1.44,0.88,0.06,0.13,
474,James Lynch,James Lynch,#N/A,MIN,22,DT,13,1,,,0,,,0,0,1,0,0,0.08,2.31,1.38,0.92,0.15,0.08,
475,Juston Burris,Juston Burris,#N/A,CAR,28,SS,10,8,0.1,1.7,0,17,0.1,,,,,0,0,2.3,1.7,0.6,0.1,0,
476,Sheldon Richardson,Sheldon Richardson,#N/A,MIN,31,RDT/RDE,17,7,0,0,0,0,0.24,0.06,0,1,0,0,0.15,2.29,1.41,0.88,0.35,0.76,
477,Tarell Basham,Tarell Basham,#N/A,DAL,27,LDE,17,6,,,0,,,0.06,0,1,0,0,0.21,2.29,1.24,1.06,0.18,0.65,
478,Alim McNeill,Alim McNeill,#N/A,DET,21,NT,17,6,0,0,0,0,0.06,,,,,0,0.12,2.29,0.88,1.41,0.18,0.18,
479,John Jenkins,John Jenkins,#N/A,MIA,32,DT,7,2,,,0,,,,,,,0,0,2.29,1.43,0.86,0,0,
480,J.J. Watt,J.J. Watt,#N/A,ARI,32,RDE,7,7,0,0,0,0,0.29,0.14,0,0,0,0,0.14,2.29,1.43,0.86,0.71,1.43,
481,Justin Houston,Justin Houston,Justin Houston,BAL,32,LOLB,15,15,0,0,0,0,0.07,0.07,0,1,0,0,0.3,2.27,1.27,1,0.4,1.13,
482,Justin Strnad,Justin Strnad,#N/A,DEN,25,RILB,16,5,,,0,,,,,,,0,0,2.25,1.44,0.81,0,0.06,
